,0
0,0.5003444961678992
1,0.6177596836201155
2,0.1975667646402952
3,0.9154809782385023
4,0.41607472083061303
5,0.4122180782067395
6,0.14632955781246182
7,0.6588371615875537
8,0.13076454652215685
9,0.3149073810377233
10,0.6056471278786904
11,0.8618834755143692
12,0.28593231017644505
13,0.09176753119832315
14,0.8895934465770435
15,0.6162988095213464
16,0.12286074216445697
17,0.6209603237488428
18,0.26476371865493364
19,0.1539503261914703
20,0.020289964366458246
21,0.377217473784659
22,0.6588126880014064
23,0.1272807043910792
24,0.6976916959956805
25,0.9064745783524633
26,0.9709313165665199
27,0.15154345065672103
28,0.17418673923948336
29,0.025193153328217588
30,0.8837088337342985
31,0.4465220272440097
32,0.5881115769127033
33,0.46650808868412774
34,0.03361355554682299
35,0.9378993567630522
36,0.23111937790248327
37,0.980169822313584
38,0.17058673196032548
39,0.19939243082715574
40,0.7195355849189262
41,0.1739969824095362
42,0.21328738035515038
43,0.9378704356832751
44,0.025155013642993995
45,0.13942483228141989
46,0.4968783608324705
47,0.6298280610136692
48,0.5398964289402515
49,0.28654810041130796
50,0.2708186464168709
51,0.41091373164312983
52,0.6489412557451302
53,0.8018550003084524
54,0.3055673980300607
55,0.6890059059098668
56,0.3014149272728558
57,0.07954016976185929
58,0.6105176629333577
59,0.22863102659982804
60,0.3115614571630052
61,0.40828452999077824
62,0.08836354815407976
63,0.6288303240887485
64,0.7418916829062775
65,0.512295191131931
66,0.028087258212309063
67,0.1752866816331422
68,0.3575080335939167
69,0.010404080635461388
70,0.1634221689808787
71,0.7937227708024507
72,0.234389480982366
73,0.031017612134292327
74,0.6308749766134342
75,0.9650878107087311
76,0.9018693937858062
77,0.6678821999755702
78,0.7464880350572738
79,0.32823305360429145
80,0.12399477451123353
81,0.18424593320510663
82,0.04878393641412326
83,0.37384639990113433
84,0.7190552013126641
85,0.022210922479066864
86,0.6677099247562351
87,0.19456337358852993
88,0.5160505595431523
89,0.07110949721230564
90,0.8909615112656054
91,0.21537431635772775
92,0.5871285832239536
93,0.11440428614637954
94,0.16359624901741798
95,0.3243175932169592
96,0.07453895118140796
97,0.5188112539814753
98,0.6402115280273385
99,0.8407167571845403
100,0.5028012924448017
101,0.2691592524863323
102,0.1966761718322162
103,0.493527173315764
104,0.11590544795802127
105,0.015961157461441444
106,0.04406376616267349
107,0.7937241125969595
108,0.24277865552225808
109,0.9579742980072532
110,0.026506168275092667
111,0.446047125312216
112,0.5173059679194357
113,0.4752563808071065
114,0.8719891196373691
115,0.7694839862258884
116,0.32595606876695327
117,0.6327872580012743
118,0.8293783858526266
119,0.34796051046531573
120,0.6369281674553804
121,0.38208295265977665
122,0.5294250816908332
123,0.9341571975270386
124,0.593275777957212
125,0.13378454871175105
126,0.16622936686003031
127,0.3547257290113882
128,0.2977938910334187
129,0.9273828524769473
130,0.48925162887962026
131,0.6098287784194864
132,0.8306011544402604
133,0.770017683751415
134,0.9610958010889902
135,0.6338435539932669
136,0.6070499107510009
137,0.640884541130077
138,0.5693753957137788
139,0.11833134813856194
140,0.4047045880591632
141,0.0010264088230624857
142,0.1461710955618002
143,0.5535026374906541
144,0.40149712985466046
145,0.41545773059725544
146,0.8237022060011817
147,0.34758223134337685
148,0.8352110084998645
149,0.007441383263726231
150,0.7295129156701066
151,0.3648035556186704
152,0.14697835139765014
153,0.5787237325640504
154,0.38125485473427745
155,0.3360681157164397
156,0.049900390167629594
157,0.22730109282420852
158,0.4850646816570676
159,0.9170410173737662
160,0.9029617144624665
161,0.7720909263539476
162,0.7795171305738955
163,0.2925541937155961
164,0.04939645191432418
165,0.8666441618030251
166,0.9059956201071564
167,0.4605261666125564
168,0.1383967573964301
169,0.21406757402605214
170,0.7044807754244131
171,0.8625273248540223
172,0.7995306644382774
173,0.3408344729561351
174,0.11034233597625587
175,0.4530864321912971
176,0.6630427245637216
177,0.33092835988937763
178,0.45579590290130134
179,0.04081107878697798
180,0.5534230528234729
181,0.9166798746540888
182,0.30168121732360664
183,0.9393855636965696
184,0.8006250074302065
185,0.8035350624345853
186,0.09630893799579199
187,0.22774968689953923
188,0.3272824353313254
189,0.41357548604135264
190,0.28698936100103867
191,0.3706215838020711
192,0.8085327544351099
193,0.8760281886210581
194,0.4880948456651858
195,0.1898526812657767
196,0.7917897645608758
197,0.5546311995612354
198,0.8054163460456462
199,0.05965570675316445
200,0.08354776311460577
201,0.3433694656254651
202,0.21940763424647225
203,0.47302167526281913
204,0.2984290873502502
205,0.8915837054495831
206,0.45583974691476414
207,0.9297950566175249
208,0.873595179916858
209,0.49102644414631325
210,0.38256627629846773
211,0.39837125750653557
212,0.9613602355462217
213,0.8719254915607368
214,0.8925658633456646
215,0.8255075026702949
216,0.14293388827313114
217,0.9169830544668943
218,0.16672890002195873
219,0.8318613848662264
220,0.9326270651303692
221,0.2939550160233598
222,0.9076394052423148
223,0.857188911804944
224,0.18779521972719537
225,0.9516859845122368
226,0.44584149758905367
227,0.34919727909586207
228,0.3107182157704571
229,0.7292572715604674
230,0.5103839367324786
231,0.10178397616416202
232,0.3613965934597868
233,0.49195323765240095
234,0.41018805206737585
235,0.47328619966356045
236,0.9144702357264595
237,0.7777689892373556
238,0.6088581085473724
239,0.05325082333763198
240,0.23477401866169323
241,0.536663527232687
242,0.0811338537060684
243,0.6844390774098141
244,0.47991038979213285
245,0.8621456166314209
246,0.6547384253578675
247,0.7020317055994147
248,0.593670436533581
249,0.8969862171940252
250,0.07468287418547037
251,0.42927277370186046
252,0.933895469823461
253,0.7529646371426818
254,0.7352209645811876
255,0.2226066191880235
256,0.7479806197675218
257,0.7537128178813446
258,0.8517777438339205
259,0.6622528933295343
260,0.815533262940519
261,0.29620128305386595
262,0.0777372080543125
263,0.8709126089576696
264,0.9059607282381382
265,0.25248784950015046
266,0.058857009654542436
267,0.1442972334107384
268,0.058410565288158245
269,0.340697051218405
270,0.3436630248191156
271,0.1169846123399676
272,0.2523511193508423
273,0.5426039870070335
274,0.9187112420638048
275,0.2592283118544787
276,0.3800534270142447
277,0.17523696761714103
278,0.668284050314075
279,0.37776481490599645
280,0.2976464536810065
281,0.5044845937421321
282,0.06470736711564773
283,0.07325475379949142
284,0.863603343163438
285,0.8416491675087171
286,0.1001190678305961
287,0.614539354680235
288,0.6781111071519479
289,0.5820415557831089
290,0.24826683825654539
291,0.9544955888797693
292,0.25470793615563136
293,0.255604487742366
294,0.47336094667726125
295,0.5120710766380228
296,0.4996866320483059
297,0.1188938230112685
298,0.2604729696456064
299,0.6243820026751428
300,0.5544532281444102
301,0.08858039119513939
302,0.19913826181027983
303,0.7263873408309256
304,0.6086638520945393
305,0.32494765144195037
306,0.12255827055876845
307,0.3519334082671891
308,0.43749257422394894
309,0.5749361625716438
310,0.33951048613845347
311,0.20387479257999508
312,0.8313493362893637
313,0.23290040046089222
314,0.29264095831111603
315,0.5511148207366816
316,0.815635213947058
317,0.834604882717414
318,0.9620693152471316
319,0.8489822617963751
320,0.03414108578654529
321,0.7628864656741083
322,0.6096363754617332
323,0.7276495832649814
324,0.3080160222762818
325,0.4668316142466512
326,0.47665762931714617
327,0.9539754077811958
328,0.8792429438490004
329,0.09909365297611195
330,0.16709877341815882
331,0.7267872716123208
332,0.4254416046017041
333,0.9804796040369352
334,0.731765307629702
335,0.7163840195439483
336,0.8686143525528045
337,0.8127554071677398
338,0.6165117537193127
339,0.9333272347932753
340,0.07456198052590168
341,0.19323060049484897
342,0.7565613528169254
343,0.17334591826273893
344,0.23311385197933077
345,0.8496215099894929
346,0.49531959935673664
347,0.4073651017355139
348,0.15605498454143074
349,0.1468643857252092
350,0.6877840169071056
351,0.0012428059332171282
352,0.1913457540160569
353,0.2208312499623757
354,0.10483189626493716
355,0.6141064267139206
356,0.4472608967844163
357,0.01303126786219233
358,0.3058417736101503
359,0.4335300804756551
